PROBE_ID,GENE NAME
215778_x_at,HAB1
215779_s_at,HIST1H2BG
215780_s_at,SETP4
215781_s_at,TOP3B
215782_at,RAB40AL
215783_s_at,ALPL
215784_at,CD1E
215785_s_at,CYFIP2
215786_at,AK022170
215787_at,ACTA2
215788_at,AL137547
215789_s_at,AJAP1
215790_at,AJAP1
215791_at,AF003738
215792_s_at,DNAJC11
215793_at,MTMR7
215794_x_at,GLUD2
215795_at,MYH7B
215796_at,YME1L1
215797_at,TRAV8-3
215798_at,ALDH1L1
215799_at,AK024971
215800_at,DUOX1
215801_at,AL133604
215802_at,AK000144
215803_at,CXorf57
215804_at,EPHA1
215805_at,BF574664
215806_x_at,TARP
215807_s_at,PLXNB1
215808_at,KLK10
215809_at,CYP2D6
215810_x_at,DST
215811_at,215811_at
215812_s_at,SLC6A10P
215813_s_at,PTGS1
215814_at,DST
215815_at,BUD31
215816_at,GUSBP11
215817_at,SERPINB13
215818_at,NUDT7
215819_s_at,RHD
215820_x_at,SNX13
215821_x_at,PSG3
215822_x_at,MYT1
215823_x_at,RLIM
215824_at,NUDT7
215825_at,AF070579
215826_x_at,ZNF835
215827_x_at,CROCCP3
215828_at,AL359599
215829_at,SHANK2
215830_at,SHANK2
215831_at,AF113018
215832_x_at,PICALM
215833_s_at,SPPL2B
215834_x_at,SCARB1
215835_at,SCARB1
215836_s_at,PCDHGA1
215837_x_at,AF113018
215838_at,LILRA5
215839_at,LILRA5
215840_at,DNAH2
215841_at,GUCA1B
215842_s_at,ATP11A
215843_s_at,TLL2
215844_at,TNPO2
215845_x_at,AK026493
215846_at,AL117571
215847_at,HERC2P3
215848_at,SCAPER
215849_x_at,CFAP70
215850_s_at,NDUFA5
215851_at,MECOM
215852_x_at,SOGA1
215853_at,AK021640
215854_at,AU146050
215855_s_at,TMF1
215856_at,SIGLEC15
215857_at,NCLN
215858_at,AK022363
215859_at,NCLN
215860_at,SYT12
215861_at,LOC101927770
215862_at,AK022363
215863_at,TFR2
215864_at,AK025077
215865_at,SYT12
215866_at,AK024938
215867_x_at,CA12
215868_x_at,AK026238
215869_at,AK022254
215870_s_at,PLA2G5
215871_at,215871_at
215872_at,C14orf56
215873_x_at,ABCC10
215874_at,AK026820
215875_at,AK026820
215876_at,AK022254
215877_at,C14orf56
215878_at,ITGB1
215879_at,ITGB1
215880_at,NAGLU
215881_x_at,SSX2B
215882_at,CEP152
215883_at,CTNNA1
215884_s_at,UBQLN2
215885_at,SSX7
215886_x_at,USP12
215887_at,ZNF277
215888_at,PDS5B
215889_at,SKIL
215890_at,GM2A
215891_s_at,GM2A
215892_at,ZNF440
215893_x_at,AF339787
215894_at,PTGDR
215895_x_at,PLIN2
215896_at,AU144277
215897_at,MED25
215898_at,TTLL5
215899_at,AK022331
215900_at,AK022331
215901_at,ZNF81
215902_at,AF009267
215903_s_at,MAST2
215904_at,MLLT4
215905_s_at,SNRNP40
215906_at,Igk
215907_at,AK027193
215908_at,AF009267
215909_x_at,MINK1
215910_s_at,FNDC3A
215911_x_at,ATP2B3
215912_at,GNAO1
215913_s_at,GULP1
215914_at,AK000864
215915_at,GULP1
215916_at,CHRNE
215917_at,RAD21L1
215918_s_at,SPTBN1
215919_s_at,MRPS11
215920_s_at,NPIPB15
215921_at,NPIPB3
215922_at,REPS1
215923_s_at,PSD4
215924_at,AK022102
215925_s_at,CD72
215926_x_at,SNAPC4
215927_at,ARFGEF2
215928_at,AK022192
215929_at,AL080132
215930_s_at,CTAGE5
215931_s_at,ARFGEF2
215932_at,MAGEC2
215933_s_at,HHEX
215934_at,D16471
215935_at,SPATA31A5
215936_s_at,KIAA1033
215937_at,PTGDR
215938_s_at,PLA2G6
215939_at,AU148005
215940_at,LINC01361
215941_at,D16471
215942_s_at,GTSE1
215943_at,KIAA1661
215944_at,LINC01361
215945_s_at,TRIM2
215946_x_at,IGLL3P
215947_s_at,FAM136A
215948_x_at,ZMYM5
215949_x_at,LOC100510678
215951_at,TBC1D2B
215952_s_at,OAZ1
215953_at,SMG7-AS1
215954_s_at,CACTIN
215955_x_at,ARHGAP26
215956_at,AK022065
215957_at,UBE2D1
215958_at,AK022065
215959_at,PPFIBP2
215960_at,SLC5A4
215961_at,F12
215962_at,F10112
215963_x_at,RPL3
215964_at,U80766
215965_at,AK022421
215966_x_at,GK3P
215967_s_at,LY9
215968_at,AF055018
215969_at,AL079289
215970_at,LOC100130331
215971_at,AK022120
215972_at,PART1
215973_at,HCG4B
215974_at,HCG4B
215975_x_at,GK
215976_at,AU146945
215977_x_at,GK
215978_x_at,ZNF721
215979_s_at,SLC7A1
215980_s_at,IGHMBP2
215981_at,AL137606
215982_s_at,DXO
215983_s_at,UBXN8
215984_s_at,ARFRP1
215985_at,ZNRD1-AS1
215986_at,AU146999
215987_at,RAPGEF2
215988_s_at,DLG1
215989_at,CBX2
215990_s_at,BCL6
215991_s_at,EMC1
215992_s_at,RAPGEF2
215993_at,AF070543
215994_x_at,TBC1D9B
215995_x_at,AU147598
215996_at,215996_at
215997_s_at,CUL4B
215998_at,R38712
215999_at,CDRT1
216000_at,AA732995
216001_at,PRAMEF12
216002_at,AU147200
216003_at,COX10
216004_s_at,PKNOX1
216005_at,TNC
216006_at,AF070620
216007_at,AF052176
216008_s_at,ARIH2
216009_at,SLC39A9
216010_x_at,FUT3
216011_at,SLC39A9
216012_at,U43604
216013_at,ZXDB
216014_s_at,ZXDB
216015_s_at,NLRP3
216016_at,NLRP3
216017_s_at,NAB2
216018_at,RNF5
216019_x_at,PHLDB1
216020_at,IFIH1
216021_s_at,GLRA3
216022_at,AL049278
216023_at,KDM4B
216024_at,DNM2
216025_x_at,CYP2C9
216026_s_at,POLE
216027_at,TMX4
216028_at,DKFZP564C152
216029_at,AU159412
216030_s_at,SEMG2
216031_x_at,HN1L
216032_s_at,ERGIC3
216033_s_at,FYN
216034_at,ZNF280A
216035_x_at,TCF7L2
216036_x_at,WDTC1
216037_x_at,TCF7L2
216038_x_at,DAXX
216039_at,GABRA2
216040_x_at,AK024135
216041_x_at,GRN
216042_at,TNFRSF25
216043_x_at,AK024135
216044_x_at,FAM69A
216045_at,CCDC144A
216046_at,AL109726
216047_x_at,SEZ6L
216048_s_at,RHOBTB3
216049_at,RHOBTB3
216050_at,AK024584
216051_x_at,PRINS
216052_x_at,ARTN
216053_x_at,FAM182A
216054_x_at,MYL4
216055_at,PDGFB
216056_at,CD44
216057_at,RAB3GAP2
216058_s_at,CYP2C19
216059_at,PAX3
216060_s_at,DAAM1
216061_x_at,PDGFB
216062_at,LOC100507164
216063_at,HBBP1
216064_s_at,AGA
216065_at,216065_at
216066_at,ABCA1
216067_at,AU145203
216068_at,AL110248
216069_at,AL050065
216070_at,AL049331
216071_x_at,MED12
216072_at,AL050065
216073_at,ANKRD34C
216074_x_at,WWC1
216075_at,216075_at
216076_at,L3MBTL1
216077_s_at,L3MBTL1
216078_at,AL109681
216079_at,EPM2A
216080_s_at,FADS3
216081_at,LAMA4
216082_at,NEU3
216083_s_at,NEU3
216084_at,FAM205B
216085_at,DKFZP434C153
216086_at,SV2C
216087_at,AL078636
216088_s_at,PSMA7
216089_at,MCFD2
216090_x_at,AL078636
216091_s_at,BTRC
216092_s_at,SLC7A8
216093_at,AL050053
216094_at,AK025323
216095_x_at,MTMR1
216096_s_at,NRXN1
216097_at,AF090910
216098_s_at,HTR7P1
216099_at,HTR7P1
216100_s_at,TOR1AIP1
216101_at,AL049242
216102_at,PHLDB1
216103_at,ACOT11
216104_at,LOC100505960
216105_x_at,PPP2R4
216106_at,LOC145678
216107_at,PP13
216108_at,AK024142
216109_at,MED13L
216110_x_at,AU147017
216111_x_at,PMS2P3
216112_at,AU157200
216113_at,ABI2
216114_at,NCKIPSD
216115_at,NF1
216116_at,NCKIPSD
216117_at,EXOSC2
216118_at,AU148024
216119_s_at,SPEF1
216120_s_at,ATP2B2
216121_at,AL080106
216122_at,AK024543
216123_x_at,AK024158
216124_at,AK024158
216125_s_at,RANBP9
216126_at,LINC00663
216127_at,PDIA2
216128_at,TBCD
216129_at,ATP9A
216130_at,AK021633
216131_at,FRMD4B
216132_at,AK021992
216133_at,TRD
216134_at,FRMD4B
216135_at,IQCK
216136_at,AF113683
216137_s_at,MAPK8IP3
216138_at,AL137285
216139_s_at,MAPK8IP3
216140_at,AL137378
216141_at,AL137285
216142_at,AL137403
216143_at,AL137403
216144_at,AL137378
216145_at,AL137713
216146_at,AF113683
216147_at,AL353942
216148_at,AL353942
216149_at,LRRC37BP1
216150_at,AK021609
216151_at,AK021609
216152_at,AK021633
216153_x_at,RECK
216154_at,AF339787
216155_at,AK024543
216156_at,RECK
216157_at,AK024231
216158_at,AK024123
216159_s_at,AK023757
216160_at,AK024231
216161_at,SBNO1
216162_at,SBNO1
216163_at,AK025086
216164_at,LRRN2
216165_at,GARNL3
216166_at,AK024909
216167_at,LRRN2
216168_at,AK024909
216169_at,AK025430
216170_at,AK025271
216171_at,AK025271
216172_at,AK025114
216173_at,AK025360
216174_at,HCRP1
216175_at,AK025276
216176_at,HCRP1
216177_at,AW582267
216178_x_at,ITGB1
216179_x_at,AK027173
216180_s_at,SYNJ2
216181_at,SYNJ2
216182_at,SYNJ2
216183_at,TGM2
216184_s_at,RIMS1
216185_at,FUT9
216186_at,T90013
216187_x_at,AF222691
216188_at,MYCNOS
216189_at,LOC100289109
216190_x_at,ITGB1
216191_s_at,TRDV3
216192_at,FABP7
216193_at,X69637
216194_s_at,TBCB
216195_at,ANK2
216196_at,X69637
216197_at,ATF7IP
216198_at,ATF7IP
216199_s_at,MAP3K4
216200_at,PLEKHM1
216201_at,AK025239
216202_s_at,SPTLC2
216203_at,SPTLC2
216204_at,COMT
216205_s_at,MFN2
216206_x_at,MAP2K7
216207_x_at,LOC652493
216208_s_at,ATF6B
216209_at,LINC00939
216210_x_at,TRIOBP
216211_at,AL049233
216212_s_at,DKC1
216213_at,NEK1
216214_at,AF070602
216215_s_at,RBFOX2
216216_at,SLIT3
216217_at,PLCL2
216218_s_at,PLCL2
216219_at,AQP6
216220_s_at,ADORA1
216221_s_at,PUM2
216222_s_at,MYO10
216223_at,CPN2
216224_s_at,HDAC6
216225_at,216225_at
216226_at,TAF4B
216227_at,HCG2P7
216228_s_at,WDHD1
216229_x_at,HCG2P7
216230_x_at,SMPD1
216231_s_at,B2M
216232_s_at,GCN1L1
216233_at,CD163
216234_s_at,PRKACA
216235_s_at,EDNRA
216236_s_at,SLC2A14
216237_s_at,MCM5
216238_s_at,FGB
216239_at,BBS9
216240_at,PVT1
216241_s_at,TCEA1
216242_x_at,POLR2J2
216243_s_at,IL1RN
216244_at,IL1RN
216245_at,IL1RN
216246_at,AF113008
216247_at,AF113008
216248_s_at,NR4A2
216249_at,PVT1
216250_s_at,LPXN
216251_s_at,TTLL12
216252_x_at,FAS
216253_s_at,PARVB
216254_at,PARVB
216255_s_at,GRM8
216256_at,GRM8
216257_at,SERPINB13
216258_s_at,SERPINB13
216259_at,LOC100506699
216260_at,DICER1
216261_at,ITGB3
216262_s_at,TGIF2
216263_s_at,NGDN
216264_s_at,LAMB2
216265_x_at,MYH7
216266_s_at,ARFGEF1
216267_s_at,TMEM115
216268_s_at,JAG1
216269_s_at,ELN
216270_at,ILVBL
216271_x_at,SYDE1
216272_x_at,SYDE1
216273_at,ZNF460
216274_s_at,SEC11A
216275_at,BUB1
216276_s_at,ADAM3A
216277_at,BUB1
216278_at,AL109705
216279_at,ZNF460
216280_s_at,DICER1
216281_at,DICER1
216282_x_at,POLR2C
216283_s_at,PVR
216284_at,AK024123
216285_at,DGCR14
216286_at,AV760769
216287_at,AK021930
216288_at,CYSLTR1
216289_at,GPR144
216290_x_at,AK000864
216291_at,ZNF440
216292_at,AK024455
216293_at,CLTA
216294_s_at,KIAA1109
216295_s_at,CLTA
216296_at,CLTA
216297_at,AL049314
216298_at,TRGV5
216299_s_at,XRCC3
216300_x_at,RARA
216301_at,LOC100287927
216302_at,LOC649330
216303_s_at,MTMR1
216304_x_at,YME1L1
216305_s_at,GCFC2
216306_x_at,PTBP1
216307_at,DGKB
216308_x_at,GRHPR
216309_x_at,JRK
216310_at,TAOK1
216311_at,OVOL3
216312_at,ATP2B3
216313_at,PCDHB17
216314_at,CRISP1
216315_x_at,TMEM189-UBE2V1
216316_x_at,GK3P
216317_x_at,RHCE
216318_at,IGHA1
216319_at,AK022686
216320_x_at,MST1
216321_s_at,NR3C1
216322_at,CD58
216323_x_at,TUBA3D
216324_at,Z21967
216325_x_at,RTEL1
216326_s_at,HDAC3
216327_s_at,SIGLEC8
216328_at,SIGLEC8
216329_at,Z21967
216330_s_at,POU6F1
216331_at,ITGA7
216332_at,POU6F1
216333_x_at,TNXB
216334_s_at,CYP2A7P1
216336_x_at,LOC100505584
216337_at,L23852
216338_s_at,YIPF3
216339_s_at,TNXB
216340_s_at,CYP2A7P1
216341_s_at,GNRHR
216342_x_at,216342_x_at
216343_at,PCDHGA3
216344_at,NPHP4
216345_at,ZSWIM8
216346_at,SEC14L3
216347_s_at,PPP1R13B
216348_at,RPS17
216349_at,FH
216350_s_at,ZNF10
216351_x_at,DAZ4
216352_x_at,PCDHGA3
216353_s_at,216353_s_at
216354_at,216354_at
216355_at,PCDHB17
216356_x_at,BAIAP3
216357_at,SNX1
216358_at,216358_at
216359_at,MUC7
216360_x_at,RRP12
216361_s_at,KAT6A
216362_at,AJ251844
216363_at,S73614
216364_s_at,AFF2
216365_x_at,IGLV3-19
216366_x_at,AF047245
216367_at,COL4A3
216368_s_at,COL4A3
216369_at,AF203728
216370_s_at,TKTL1
216371_at,AF103295
216372_at,AF103295
216373_at,TAPT1
216374_at,216374_at
216375_s_at,ETV5
216376_x_at,216376_x_at
216377_x_at,ALPPL2
216378_at,AF168811
216379_x_at,CD24
216380_x_at,216380_x_at
216381_x_at,AKR7A3
216382_s_at,KMT2D
216383_at,RPL18AP3
216384_x_at,LOC728026
216385_at,LOXL3
216386_at,LOC220077
216387_x_at,216387_x_at
216388_s_at,LTB4R
216389_s_at,DCAF11
216390_at,LCAT
216391_s_at,KLHL1
216392_s_at,SEC23IP
216393_at,C10orf12
216394_x_at,AF043586
216395_at,FBXL18
216396_s_at,EI24
216397_s_at,BOP1
216398_at,GYPB
216399_s_at,SCAPER
216400_at,GBAP1
216401_x_at,MLIP
216402_at,SEC14L4
216403_at,SP3P
216404_at,ATXN8OS
216405_at,M14087
216406_at,216406_at
216407_at,VAC14
216408_at,OR2B2
216409_at,ACSL6
216410_at,216410_at
216411_s_at,GALK2
216412_x_at,IGLV1-40
216413_at,216413_at
216414_at,216414_at
216415_at,DNAH3
216416_at,AK027254
216417_x_at,HOXB9
216418_at,ABCD1
216419_at,CROCC
216420_at,216420_at
216421_at,216421_at
216422_at,PA2G4P4
216423_at,AK026694
216424_at,CD4
216425_at,AK026465
216426_at,216426_at
216427_at,TMEM92-AS1
216428_x_at,KIR3DX1
216429_at,AK025422
216430_x_at,IGLV1-40
216431_at,AK025363
216432_at,SLC28A2
216433_s_at,PRDM2
216434_at,TTC38
216435_at,MAP2K5
216436_at,PIK3R4
216437_at,AK024949
216438_s_at,TMSB4XP8
216439_at,TNK2
216440_at,ERC1
216441_at,AK025573
216442_x_at,FN1
216443_at,AK024615
216444_at,AK024138
216445_at,PRDM2
216446_at,AK024568
216447_at,AK024525
216448_at,AK022686
216449_x_at,HSP90B1
216450_x_at,HSP90B1
216451_at,STK38
216452_at,TRPM3
216453_at,ZNF287
216454_at,TRMT1
216455_at,LOC101927181
216456_at,AL162044
216457_s_at,SF3A1
216458_at,PQLC3
216459_x_at,DDR1-AS1
216460_at,AK024457
216461_at,AK000834
216462_at,X79200
216463_at,AL117520
216464_x_at,PTGDR2
216465_at,AL110206
216466_at,NAV3
216467_s_at,AL049997
216468_s_at,ZNF682
216469_at,ZNF355P
216470_x_at,PRSS3
216471_x_at,SSX2B
216472_at,AF003737
216473_x_at,DUX4L2
216474_x_at,TPSB2
216475_at,216475_at
216476_at,LOC650293
216477_at,216477_at
216478_at,AL049252
216479_at,RPL21P28
216480_x_at,MLLT10
216481_at,GRIP2
216482_x_at,ZNF79
216483_s_at,C19orf10
216484_x_at,HDGF
216485_s_at,TPSAB1
216486_x_at,ZNF79
216487_at,AL049988
216488_s_at,ATP11A
216489_at,TRPM3
216490_x_at,216490_x_at
216491_x_at,IGHM
216492_at,KIR3DX1
216493_s_at,IGF2BP3
216494_at,IGF2BP3
216495_x_at,AF043584
216496_s_at,AK021988
216497_at,HNRNPA1P27
216498_at,216498_at
216499_at,LOC101929073
216500_at,M14087
216501_at,VAC14
216502_at,ISG20L2
216503_s_at,MLLT10
216504_s_at,SLC39A8
216505_x_at,216505_x_at
216506_x_at,MLLT10
216507_at,TAPT1
216508_x_at,CTCFL
216509_x_at,MLLT10
216510_x_at,IGHV3-23
216511_s_at,TCF7L2
216512_s_at,DCT
216513_at,DCT
216514_at,AF203728
216515_x_at,MIR1244-2
216516_at,216516_at
216517_at,IGKV1D-8
216518_at,AL049260
216519_s_at,PROSC
216520_s_at,TPT1
216521_s_at,BRCC3
216522_at,OR2B6
216524_x_at,AL049260
216525_x_at,PMS2P3
216526_x_at,HLA-C
216527_at,AL049252
216528_at,AL049244
216529_at,AL049244
216530_at,AL137435
216531_at,YY2
216532_x_at,216532_x_at
216533_at,PCCA
216534_at,AL110223
216535_at,CADM3
216536_at,OR7E19P
216537_s_at,SIGLEC7
216538_at,AL049351
216539_at,ATXN3L
216540_at,TRD
216541_x_at,LOC100133862
216542_x_at,IGHM
216543_at,GS1-600G8.3
216544_at,RBMY2FP
216545_at,216545_at
216546_s_at,CHI3L1
216547_at,216547_at
216548_x_at,HMGB3P1
216549_s_at,TBC1D22B
216550_x_at,ANKRD12
216551_x_at,PLCG1
216552_x_at,KIR2DS4
216553_x_at,216553_x_at
216554_s_at,U88968
216555_at,PRR14L
216556_x_at,216556_x_at
216557_x_at,IGHV3-48
216558_x_at,LOC100510678
216559_x_at,HNRNPA1P33
216560_x_at,IGL
216561_x_at,SOX5P
216562_at,216562_at
216563_at,ANKRD12
216564_at,216564_at
216565_x_at,216565_x_at
216566_at,CKAP2
216567_at,MBP
216568_x_at,216568_x_at
216569_at,FABP3P2
216570_x_at,RPL29
216571_at,SMPD1
216572_at,FOXL1
216573_at,IGLV1-40
216574_s_at,RPEL1
216575_at,216575_at
216576_x_at,LOC652493
216577_at,216577_at
216578_at,216578_at
216579_at,GJB4
216580_at,RPL7
216581_at,216581_at
216582_at,POM121L2
216583_x_at,216583_x_at
216584_at,216584_at
216585_at,216585_at
216586_at,UNGP2
216587_s_at,FZD8
216588_at,RPL7
216589_at,216589_at
216590_at,GNAT3
216591_s_at,SDHC
216592_at,MAGEC3
216593_s_at,PIGC
216594_x_at,AKR1C1
216595_at,FAM186A
216596_at,DKFZP434L187
216597_at,216597_at
216598_s_at,CCL2
216599_x_at,SLC22A6
216600_x_at,ALDOB
216601_at,AOC4P
216602_s_at,FARSA
216603_at,SLC7A8
216604_s_at,SLC7A8
216605_s_at,CEACAM21
216606_x_at,LYPLA2P1
216607_s_at,CYP51A1
216608_at,DKFZP434A062
216609_at,TXN
216610_at,SLC6A2
216611_s_at,SLC6A2
216612_x_at,AK021988
216613_at,AL050042
216614_at,AL049988
216615_s_at,HTR3A
216616_at,AL137428
216617_s_at,MAG
216618_at,AL117520
216619_at,GTPBP10
216620_s_at,ARHGEF10
216621_at,AL050032
216622_at,LAMB4
216623_x_at,TOX3
216624_s_at,KMT2A
216625_at,AL050032
216626_at,AL050026
216627_s_at,B4GALT1
216628_at,AL117447
216629_at,SRRM2
216630_at,AL110190
216631_s_at,HLA-DPA2
216632_at,NAV3
216633_s_at,PLCH1
216634_at,PLCH1
216635_at,AL050043
216636_at,AL050043
216637_at,AL117447
216638_s_at,PRLR
216639_at,SRPX2
216640_s_at,PDIA6
216641_s_at,LAD1
216642_at,AL110190
216643_at,D25272
216644_at,AK000185
216645_at,TCF3
216646_at,DSCC1
216647_at,TCF3
216648_s_at,RREB1
216649_at,RREB1
216650_at,216650_at
216651_s_at,GAD2
216652_s_at,DR1
216653_at,DR1
216654_at,TNXB
216655_s_at,AF041811
216656_at,AF041811
216657_at,ATXN3
216658_at,AK000185
216659_at,LOC1720
216660_at,MYO7B
216661_x_at,CYP2C9
216662_at,MYO7B
216663_s_at,ZMYND10
216664_at,LOC101929148
216665_s_at,TTTY2
216666_at,LOC93432
216667_at,ECRP
216668_at,U63542
216669_at,AK000293
216670_at,KLK13
216671_x_at,U14383
216672_s_at,MYT1L
216673_at,TTTY1B
216674_at,HES2
216675_at,AK000834
216676_x_at,KIR3DL3
216677_at,ZNF154
216678_at,IFT122
216679_at,DDR1-AS1
216680_s_at,EPHB4
216681_at,216681_at
216682_s_at,SUPT20H
216683_at,AL353949
216684_s_at,SS18
216685_s_at,MTAP
216686_at,ANKRD36BP2
216687_x_at,UGT2B15
216688_at,AL137495
216689_x_at,ARHGAP1
216690_at,OR7C1
216691_at,AL137705
216692_at,AL137428
216693_x_at,HDGFRP3
216694_at,PQLC3
216695_s_at,TNKS
216696_s_at,PRODH2
216697_at,TRIO
216698_x_at,OR7E35P
216699_s_at,KLK1
216700_at,TRIO
216701_at,C1orf68
216702_x_at,U82303
216703_at,AL162040
216704_at,AL353949
216705_s_at,ADA
216706_x_at,LOC100293559
216707_at,AL162044
216708_x_at,LOC100287927
216709_at,AL162040
216710_x_at,ZNF287
216711_s_at,TAF1
216712_at,SLC25A30
216713_at,KRIT1
216714_at,CCL13
216715_at,216715_at
216716_at,ABO
216717_at,SUPT20H
216718_at,LINC00302
216719_s_at,RAB11FIP4
216720_at,CYP2U1
216721_at,SLC25A30
216722_at,VENTXP1
216723_at,AL390157
216724_at,DCLK2
216725_at,DCLK2
216726_at,VENTXP1
216727_at,STK38
216728_at,AL390157
216729_at,KLF17P1
216730_at,AK024561
216731_s_at,AK023690
216732_at,AK023690
216733_s_at,GATM
216734_s_at,CXCR5
216735_x_at,AK024553
216736_at,TM6SF2
216737_at,AK024525
216738_at,AK024553
216739_at,AK024527
216740_at,AK024851
216741_at,AK024568
216742_at,AK024561
216743_at,AK024915
216744_at,AK024615
216745_x_at,AK024606
216746_at,AK024606
216747_at,APBB2
216748_at,PYHIN1
216749_at,AK024851
216750_at,APBB2
216751_at,AK024879
216752_at,PIK3R4
216753_at,AK025152
216754_at,KLF17P1
216755_at,OSBPL10
216756_at,AK024995
216757_at,AK024995
216758_at,AK025038
216759_at,HRASLS2
216760_at,HRASLS2
216761_at,AK025038
216762_at,KANK1
216763_at,KANK1
216764_at,AK025191
216765_at,MAP2K5
216766_at,AK025152
216767_at,AK025363
216768_x_at,TTC38
216769_x_at,AK025180
216770_at,AK025325
216771_at,AK025194
216772_at,AK025194
216773_at,AK025191
216774_at,AK025325
216775_at,USP53
216776_at,AK025206
216777_at,AK025206
216778_s_at,CYLC1
216779_at,CYLC1
216780_at,ZNF443
216781_at,CFAP74
216782_at,AK026679
216783_at,AK025552
216784_at,AK025422
216785_at,AK026273
216786_at,FAM224A
216787_at,AK026273
216788_at,ZNF443
216789_at,TMEM92-AS1
216790_at,AK026465
216791_at,AK026449
216792_at,AK026867
216793_x_at,AK026856
216794_at,AK026856
216795_at,AK026847
216796_s_at,AK026847
216797_at,AK026847
216798_at,FLJ23519
216799_at,AL442084
216800_at,AK027069
216801_at,CROCC
216802_at,AL442084
216803_at,PDLIM5
216804_s_at,PDLIM5
216805_at,AK027254
216806_at,216806_at
216807_at,CFAP74
216808_at,MIR622
216809_at,CYLC1
216810_at,KRTAP4-7
216811_at,AF308291
216812_at,AF308291
216813_at,AL512728
216814_at,216814_at
216815_at,216815_at
216816_at,216816_at
216817_s_at,OR2H1
216818_s_at,OR2J2
216819_at,216819_at
216820_at,216820_at
216821_at,KRT8
216822_x_at,216822_x_at
216823_at,RPS3A
216824_at,216824_at
216825_s_at,MPL
216826_at,216826_at
216827_at,216827_at
216828_at,216828_at
216829_at,LOC652493
216830_at,216830_at
216831_s_at,RUNX1T1
216832_at,RUNX1T1
216833_x_at,GYPB
216834_at,RGS1
216835_s_at,DOK1
216836_s_at,ERBB2
216837_at,EPHA5
216838_at,LINC01278
216839_at,LAMA2
216840_s_at,LAMA2
216841_s_at,SOD2
216842_x_at,RBMY1J
216843_x_at,PMS2P1
216844_at,ZC3H7B
216845_x_at,KMT2D
216846_at,CYAT1
216847_at,AB051447
216848_at,AB051447
216849_at,AL080233
216850_at,SNRPN
216851_at,LOC100287927
216852_x_at,IGL
216853_x_at,IGLV3-19
216854_at,GDF11
216855_s_at,HNRNPU
216856_s_at,DLEU2
216857_at,IL23A
216858_x_at,AL080112
216859_x_at,AL080112
216860_s_at,GDF11
216861_at,U05589
216862_s_at,CMC4
216863_s_at,MORC2
216864_at,U05589
216865_at,COL14A1
216866_s_at,COL14A1
216867_s_at,PDGFA
216868_s_at,D13413
216869_at,PDE1C
216870_x_at,DLEU2
216871_at,ZDHHC17
216872_at,HR44
216873_s_at,ATP8B2
216874_at,TEX41
216875_x_at,HAB1
216876_s_at,IL17A
216877_at,TEX41
216878_x_at,HAB1
216879_at,HR44
216880_at,RAD51B
216881_x_at,PRB4
216882_s_at,NEBL
216883_x_at,PDE6D
216884_at,PTPN12
216885_s_at,DCAF8
216886_at,CHRNA4
216887_s_at,LDB3
216888_at,LDB3
216889_s_at,HNF4A
216890_at,U00956
216891_at,U00956
216892_at,IGHG1
216893_s_at,COL4A3
216894_x_at,CDKN1C
216895_at,GABRG3
216896_at,COL4A3
216897_s_at,FAM76A
216898_s_at,COL4A3
216899_s_at,SKAP2
216900_s_at,CHRNA4
216901_s_at,IKZF1
216902_s_at,RRN3P1
216903_s_at,MICU1
216904_at,COL6A1
216905_s_at,ST14
216906_at,ST14
216907_x_at,KIR3DL2
216908_x_at,RRN3P1
216909_at,RRP12
216910_at,XPNPEP2
216911_s_at,HIC2
216912_at,ARHGEF4
216913_s_at,RRP12
216914_at,CDC25C
216915_s_at,PTPN12
216916_s_at,DLGAP2
216917_s_at,SYCP1
216918_s_at,DST
216919_at,TP53I11
216920_s_at,TARP
216921_s_at,KRT35
216922_x_at,DAZ4
216923_at,CDKL5
216924_s_at,DRD2
216925_s_at,TAL1
216926_s_at,MAU2
216927_at,MAU2
216928_at,TAL1
216929_x_at,ABO
216930_at,HNF1A
216931_at,L23852
216932_at,M20919
216933_x_at,APC
216934_at,X81637
216935_at,LINC00302
216936_at,X81637
216937_s_at,RS1
216938_x_at,DRD2
216939_s_at,HTR4
216940_x_at,YBX1P2
216941_s_at,TAF1B
216942_s_at,CD58
216943_at,216943_at
216944_s_at,ITPR1
216945_x_at,PASK
216946_at,HLA-DOA
216947_at,DES
216948_at,216948_at
216949_s_at,PKD1
216950_s_at,FCGR1C
216951_at,FCGR1A
216952_s_at,LMNB2
216953_s_at,WT1
216954_x_at,ATP5O
216955_at,TAF1
216956_s_at,ITGA2B
216957_at,USP22
216958_s_at,IVD
216959_x_at,NRCAM
216960_s_at,ZNF133
216961_s_at,RPAIN
216962_at,RPAIN
216963_s_at,GAP43
216964_at,USP22
216965_x_at,SPG20
216966_at,ITGA2B
216967_at,GAP43
216968_at,MASP2
216969_s_at,KIF22
216970_at,RGS7
216971_s_at,PLEC
216972_at,SPAM1
216973_s_at,HOXB7
216974_at,S80491
216975_x_at,NPAS1
216976_s_at,RYK
216977_x_at,SNRPA1
216978_x_at,U50277
216979_at,NR4A3
216980_s_at,SPN
216981_x_at,SPN
216982_x_at,U50277
216983_s_at,ZNF224
216984_x_at,IGLV2-23
216985_s_at,STX3
216986_s_at,IRF4
216987_at,IRF4
216988_s_at,PTP4A2
216989_at,SPAM1
216990_at,GART
216991_at,ZNF224
